incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
Inc003184,Sexual Assault,Southwest,Centerville,Nc,9620 River Rd,40.740994924359235,-118.072719,2024-11-24 22:07:31,Off0045,Patricia,Flores,6127.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00122,Carol,Jones,22.0,Female,6089553589.844221,Hands,2.525237746891002,Under Investigation,Dismissed,1.0,22774.688522222223,0.4733606557377049,Incident At 9620 River Rd. Officer Responded At Scene.
Inc003158,Cyber Crime,North,Hillcrest,Ny,8013 River Rd,38.847628,-88.75169886462699,07-08-2021,Off0070,Chris,Scott,5722.0,Sus00602,James,Thomas,48.560030015007506,Unknown,White,Vic00998,Donna,Nguyen,77.0,Male,6089553589.844221,Knife,2.525237746891002,Open,Warning Issued,1.0,29139.26,0.4733606557377049,Incident At 8013 River Rd. Officer Responded At Scene.
Inc003674,Scam,Central,Fairview,Il,8857 Main St,45.594981,-112.111936,2022-07-13 21:12:23,Off0011,Ashley,Wilson,2839.0,Sus00435,Donna,Davis,36.0,Male,Other,Vic00483,William,Anderson,52.22803904170364,Male,6089553589.844221,Knife,2.525237746891002,Open,Warning Issued,3.0,5927.61,0.0,Incident At 8857 Main St. Officer Responded At Scene.
Inc001892,Fraud,West,Riverside,Il,2986 Main St,40.620038,-119.209589,2022-08-25 07:18:44,Off0124,Ashley,Davis,5663.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00208,Sarah,Walker,52.0,Female,6089553589.844221,Knife,2.525237746891002,Closed,Arrest Made,1.0,29872.67,0.4733606557377049,Incident At 2986 Main St. Officer Responded At Scene.
Inc000039,Deception,North,Springfield,Fl,5457 Sunset Blvd,36.944652,-114.255085,2022-05-21 14:53:37,Off0036,David,Green,6218.0,Sus00167,Nancy,Wright,68.0,Female,Black,Vic00345,Thomas,Thompson,72.0,Male,6089553589.844221,Firearm,2.525237746891002,Closed,Arrest Made,0.0,48994.9,0.4733606557377049,Incident At 5457 Sunset Blvd. Officer Responded At Scene.
Inc003128,Abduction,Southwest,Springfield,Tx,7260 Washington Ave,37.539685,-97.680399,2024-03-08 07:16:49,Off0098,Richard,Anderson,2400.0,Sus00168,James,Hill,72.0,Unknown,Black,Vic00194,Matthew,Walker,26.0,Other,6089553589.844221,Unarmed,2.525237746891002,Open,Dismissed,2.0,7414.38,0.4733606557377049,Incident At 7260 Washington Ave. Officer Responded At Scene.
Inc004569,Kidnapping,Central,Oakdale,Az,1634 Main St,37.008864,68.6416,2018-08-26 17:28:26,Off0015,Joseph,Walker,2872.0,Sus00356,William,Moore,48.560030015007506,Female,White,Vic00912,Jennifer,Scott,54.0,Male,6501988989.0,Hands,2.525237746891002,Investgation,Case Dismissed,5.0,43136.6,0.4733606557377049,Incident At 1634 Main St. Officer Responded At Scene.
Inc000065,B&E,Sou,Oakdale,Az,484 River Rd,159.7116,90.5345,07-08-2021,Off0048,William,Wilson,8307.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00635,Chris,Moore,73.0,Female,6089553589.844221,Blunt Object,2.525237746891002,Open,Warning Issued,3.0,9972.89,0.4733606557377049,Incident At 484 River Rd. Officer Responded At Scene.
Inc002733,Domestc Violence,East,Lakewood,Ca,114 Park Rd,42.000934,-92.807203,08/28/2023 23:42,Off0039,Thomas,Thompson,9043.0,Sus00796,John,Allen,30.0,Female,Other,Vic00234,Susan,Torres,52.22803904170364,Male,6089553589.844221,Knife,1.0,Closed,No Arrest,2.264705882352941,32553.46,0.0,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc002746,Sexual Assault,Southwest,Centerville,Ca,8482 Elm Blvd,37.238282,-71.370579,2019-10-26 14:32:51,Off0004,Carol,Taylor,1466.0,Sus00306,Richard,Wright,62.0,Female,White,Vic00810,Karen,Martin,-63.0,Male,6089553589.844221,Unarmed,2.525237746891002,Closed,Arrest Made,4.0,6239.43,0.4733606557377049,Incident At 8482 Elm Blvd. Officer Responded At Scene.
Inc004394,Robbery,North,Centerville,Pa,1532 Park Rd,26.573748,-97.558589,2023-11-22 08:01:40,Off0056,Barbara,Torres,5389.0,Sus00748,Jessica,Miller,70.0,Male,White,Vic00025,John,Young,67.0,Other,6089553589.844221,Knife,2.525237746891002,Open,Arrest Made,5.0,43858.2,0.4733606557377049,Incident At 1532 Park Rd. Officer Responded At Scene.
Inc004441,Assault,East,Hillcrest,Pa,4310 Washington Ave,38.691493,-106.766044,2020-01-03 01:00:36,Off0092,Robert,Hill,8006.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00206,Patricia,Garcia,50.0,Unknown,6089553589.844221,Knife,2.525237746891002,Resolved,Arrest Made,1.0,16497.61,1.0,Incident At 4310 Washington Ave. Officer Responded At Scene.
Inc003215,Burglry,South,Lakewood,Fl,3851 Sunset Blvd,31.337489,-80.926832,2023-04-12 06:51:36,Off0065,Ashley,Garcia,8347.0,Sus00531,Ashley,Thompson,40.0,Male,Black,Vic00565,Michelle,Moore,52.22803904170364,Male,7548649523.0,Blunt Object,2.525237746891002,Under Investigation,Arrest Made,1.0,46406.24,1.0,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc99149,Fraud,East,Fairview,Ny,821 Main St,30.988058,-102.526372,2023-11-30 01:32:38,Off0131,Mark,Thomas,9748.0,Sus00344,Robert,Jones,-70.0,Other,Black,Vic01000,Matthew,Thomas,54.0,Male,6089553589.844221,Knife,2.525237746891002,Closed,No Arrest,2.0,13606.95,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc000669,Property Damage,Central,Oakdale,Nc,2008 Oak Ave,40.740994924359235,-112.31434,2018-12-26 18:06:13,Off0087,Mary,Scott,4895.0,Sus00745,Ashley,Thomas,59.0,Male,White,Vic00565,Daniel,Martin,52.22803904170364,Male,6089553589.844221,Knife,2.0,Pendng,Arrest Made,0.0,15692.8,0.4733606557377049,Incident At 2008 Oak Ave. Officer Responded At Scene.
Inc002428,Sexual Assault,East,Lakewood,Nc,6160 Oak Ave,28.259575,-117.673684,2020-02-11 09:19:53,Off0019,Jessica,White,1425.0,Sus00556,Emily,Martin,48.560030015007506,Male,Hispanic,Vic00667,Joseph,Brown,84.0,Male,6089553589.844221,Knife,2.525237746891002,Open,No Arrest,2.0,43997.69,0.4733606557377049,Incident At 6160 Oak Ave. Officer Responded At Scene.
Inc001235,Arson,Cen,Springfield,Oh,1523 Cedar Lane,30.41987,-95.157358,2024-01-17 02:32:45,Off0046,Sarah,Davis,8996.0,Sus00652,William,Flores,52.0,Male,Black,Vic00587,William,Harris,21.0,Female,6089553589.844221,Knife,3.0,Pendng,Warning Issued,2.0,22774.688522222223,1.0,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc001658,Kidnapping,Sou,Hillcrest,Oh,8299 Main St,32.643997,-71.757819,2020-04-16 09:30:25,Off0029,Jessica,Davis,2713.0,Sus00524,Jennifer,Flores,68.0,Male,White,Vic00040,Jessica,Hall,82.0,Female,6089553589.844221,Knife,2.525237746891002,Closed,Arrest Made,5.0,45555.23,0.4733606557377049,Incident At 8299 Main St. Officer Responded At Scene.
Inc004885,Fraudulent Activity,North,Riverside,Pa,6654 River Rd,36.715831,-103.277068,2020-08-04 03:44:37,Off0146,Patricia,Anderson,9459.0,Sus00241,Anthony,Moore,62.0,Unknown,Hispanic,Vic00036,William,Jones,153.0,Female,6089553589.844221,Knife,2.525237746891002,Closed,Arrest Made,3.0,49190.41,0.4733606557377049,Incident At 6654 River Rd. Officer Responded At Scene.
Inc004814,Drunk Driving,Central,Centerville,Ny,1821 Maple Dr,29.034541,-120.01829,2019-11-30 05:46:40,Off0077,Michael,Young,4891.0,Sus00569,Joseph,Davis,69.0,Female,Asian,Vic00050,Joseph,Williams,87.0,Male,6089553589.844221,Firearm,2.525237746891002,Under Investigation,No Arrest,0.0,24643.54,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc002786,Dwi,Southeast,Riverside,Az,1140 Lincoln St,29.845464,-88.75169886462699,2024-03-09 12:12:22,Off0001,James,Garcia,4062.0,Sus00253,Carol,Jones,35.0,Female,Black,Vic00674,Jennifer,Wilson,44.0,Female,4369729874.0,Knife,2.525237746891002,Closed,No Arrest,5.0,14919.21,0.0,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc004412,Trespass,Midtown,Springfield,Tx,5292 Park Rd,38.544362,-79.192807,2020-05-06 08:44:40,Off0051,Joseph,Flores,6047.0,Sus00628,James,Hall,68.0,Male,Asian,Vic00675,Barbara,Scott,54.0,Female,6089553589.844221,Knife,2.525237746891002,Pending,Arrest Made,1.0,23100.96,0.4733606557377049,Incident At 5292 Park Rd. Officer Responded At Scene.
Inc001832,Fraud,Midtown,Maplewood,Oh,3634 Elm Blvd,40.016455,-79.812258,2022-03-14 02:02:57,Off0134,William,Hill,2458.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00963,Michelle,Hill,22.0,Male,6089553589.844221,Knife,4.0,Pending,No Arrest,5.0,22774.688522222223,0.4733606557377049,Incident At 3634 Elm Blvd. Officer Responded At Scene.
Inc004380,Cyber Crime,Eas,Fairview,Ga,9672 Oak Ave,27.22863,-110.975263,2021-09-19 22:00:43,Off0135,Chris,Thompson,1819.0,Sus00484,Daniel,Torres,53.0,Female,White,Vic00680,Mark,Smith,15.0,Male,6089553589.844221,Bat,2.525237746891002,Closed,No Arrest,2.0,22774.688522222223,0.4733606557377049,Incident At 9672 Oak Ave. Officer Responded At Scene.
Inc003905,Drug Offense,East,Lakewood,Nc,8329 Elm Blvd,36.525133,-73.795807,2021-07-12 09:36:02,Off0101,Donna,Green,8551.0,Sus00009,Mark,Wilson,54.0,Female,Black,Vic00728,Emily,Lee,26.0,Other,6089553589.844221,Knife,2.525237746891002,Closed,Dismissed,1.0,23363.44,1.0,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc003852,Theft,Southwest,Lakewood,Tx,5324 Main St,44.618956,-95.300563,2024-05-19 02:42:25,Off0069,Sarah,Jackson,1166.0,Sus00110,Matthew,Davis,-60.0,Male,White,Vic00605,Nancy,Lee,33.0,Male,6089553589.844221,Knife,2.525237746891002,Closed,No Arrest,5.0,31178.36,0.4733606557377049,Incident At 5324 Main St. Officer Responded At Scene.
Inc001352,Kidnapping,Southwest,Centerville,Pa,1232 Cedar Lane,35.569351,-99.510912,2020-12-31 14:17:45,Off0121,Chris,Brown,7826.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00161,Patricia,Allen,26.0,Female,6089553589.844221,Pistol,1.0,Closed,Warning Issued,2.264705882352941,34456.43,0.4733606557377049,Incident At 1232 Cedar Lane. Officer Responded At Scene.
Inc001420,Fraudulent Activity,Southeast,Springfield,Az,2184 Cedar Lane,43.704787,-94.511629,2024-12-29 21:47:59,Off0012,Matthew,Allen,2781.0,Sus00527,Nancy,Lee,45.0,Female,Hispanic,Vic00951,James,Thompson,42.0,Female,6089553589.844221,Unarmed,2.525237746891002,Closed,No Arrest,2.264705882352941,22774.688522222223,0.4733606557377049,Incident At 2184 Cedar Lane. Officer Responded At Scene.
Inc000759,Theft,Nor,Riverside,Nc,1298 Sunset Blvd,33.653017,-104.17681,2019-10-23 10:01:18,Off0045,Barbara,Hill,6061.0,Sus00543,Michael,Torres,70.0,Female,Hispanic,Vic00117,John,Taylor,52.22803904170364,Male,6089553589.844221,Hands/Feet,2.525237746891002,Closed,Arrest Made,0.0,44895.46,0.4733606557377049,Incident At 1298 Sunset Blvd. Officer Responded At Scene.
Inc001694,Cyber Crime,Central,Fairview,Pa,6446 Maple Dr,47.098337,-88.75169886462699,2019-10-30 11:06:49,Off0131,Carol,Young,8685.0,Sus00703,James,Wright,43.0,Male,White,Vic00288,Jessica,Johnson,56.0,Male,6089553589.844221,Hands/Feet,3.0,Investgation,Warning Issued,2.0,24257.61,0.4733606557377049,Incident At 6446 Maple Dr. Officer Responded At Scene.
Inc003415,Arson,Eas,Oakdale,Il,4091 Maple Dr,34.717852,-114.117269,07-08-2021,Off0119,Nancy,Jackson,3638.0,Sus00308,Barbara,Harris,42.0,Male,Black,Vic00334,David,Hill,-35.0,Female,6089553589.844221,Unarmed,4.0,Under Investigation,Dismissed,4.0,25107.88,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc002780,Stealing,Southeast,Fairview,Ca,1877 Main St,33.502936,-116.521248,2024-11-27 16:04:07,Off0022,Emily,Green,1181.0,Sus00296,Chris,Wright,18.0,Male,Black,Vic00712,Chris,Johnson,50.0,Male,6089553589.844221,Firearm,2.525237746891002,Closed,Warning Issued,2.0,13415.62,0.4733606557377049,Incident At 1877 Main St. Officer Responded At Scene.
Inc000172,Fraud,Southeast,Springfield,Oh,2277 Lincoln St,40.740994924359235,-106.110259,2024-04-11 06:43:58,Off0003,Sarah,Torres,6810.0,Sus00348,Jessica,Hall,63.0,Female,Black,Vic00551,Charles,Smith,82.0,Male,6089553589.844221,Pistol,2.525237746891002,Closed,Arres Made,4.0,28693.94,1.0,Incident At 2277 Lincoln St. Officer Responded At Scene.
Inc001530,Assault,Eas,Fairview,Ca,1305 Lincoln St,40.740994924359235,71.6584,2023-02-14 04:10:39,Off0131,Daniel,White,6139.0,Sus00022,Barbara,White,55.0,Female,White,Vic00012,Richard,Garcia,27.0,Male,6089553589.844221,Unarmed,2.525237746891002,Resolved,No Arrest,3.0,34283.77,0.4733606557377049,Incident At 1305 Lincoln St. Officer Responded At Scene.
Inc003473,Vandalism,Central,Oakdale,Pa,2653 Sunset Blvd,40.740994924359235,-118.999785,2020-04-18 00:19:23,Off0006,Robert,Jones,3163.0,Sus00723,James,Anderson,-27.0,Unknown,Unknown,Vic00348,David,Thomas,34.0,Male,6089553589.844221,Pistol,2.525237746891002,Closed,Arrest Made,5.0,41759.56,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc003112,Domestic Violence,Nor,Oakdale,Tx,7304 River Rd,25.927368,-105.393518,07-08-2021,Off0050,Anthony,Allen,4151.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00667,Jennifer,Allen,23.0,Other,6089553589.844221,Bat,2.525237746891002,Open,Arrest Made,2.0,39867.68,0.4733606557377049,Incident At 7304 River Rd. Officer Responded At Scene.
Inc001513,Roberry,Nor,Springfield,Ga,9023 Washington Ave,36.885603,-113.437735,2019-12-21 23:00:58,Off0093,Nancy,Wilson,1143.0,Sus00139,John,Jackson,51.0,Female,Black,Vic00047,Karen,Williams,39.0,Male,6089553589.844221,Bat,3.0,Under Investigation,Warning Issued,2.0,34251.66,1.0,Incident At 9023 Washington Ave. Officer Responded At Scene.
Inc000373,Roberry,Southeast,Hillcrest,Ny,9307 Oak Ave,28.471801,-116.13806,2023-07-01 06:34:17,Off0141,Sarah,Smith,7420.0,Sus00161,Charles,Miller,26.0,Female,Asian,Vic00545,Mary,Wright,52.22803904170364,Male,6089553589.844221,Knife,2.525237746891002,Under Investigation,No Arrest,0.0,40810.72,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc002659,Fraud,West,Fairview,Oh,2707 River Rd,44.328271,-79.882092,2019-12-02 23:20:57,Off0063,Joseph,Wilson,8492.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00775,Patricia,Jackson,55.0,Male,6089553589.844221,Knife,2.525237746891002,Closed,No Arrest,2.0,40576.54,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc002984,Kidnapping,South,Oakdale,Il,6967 Cedar Lane,30.912314,-119.933587,2018-01-02 10:03:35,Off0040,Thomas,Jones,3191.0,Sus00252,Linda,Garcia,75.0,Female,Other,Vic00678,Mark,Miller,27.0,Male,6089553589.844221,Hands,2.525237746891002,Open,No Arrest,-2.0,22774.688522222223,0.4733606557377049,Incident At 6967 Cedar Lane. Officer Responded At Scene.
Inc004287,Theft,West,Hillcrest,Oh,1029 River Rd,31.538096,-118.892993,2024-03-04 03:02:59,Off0075,John,Lee,1489.0,Sus00550,David,White,25.0,Other,White,Vic00545,Mary,Wright,52.22803904170364,Male,6089553589.844221,Bat,2.525237746891002,Closed,Warning Issued,1.0,22774.688522222223,1.0,Incident At 1029 River Rd. Officer Responded At Scene.
Inc001399,Cyber Crime,Southwest,Hillcrest,Fl,7748 Oak Ave,30.946488,-77.124447,2024-08-06 14:19:18,Off0046,Chris,Hall,6670.0,Sus00014,Richard,Torres,24.0,Male,Asian,Vic00840,Matthew,White,57.0,Male,6089553589.844221,Gun,3.0,Open,Dismissed,1.0,4158.54,0.4733606557377049,Incident At 7748 Oak Ave. Officer Responded At Scene.
Inc002283,Cyber Crime,South,Lakewood,Oh,9860 Washington Ave,39.905295,-88.1374,07-08-2021,Off0148,Patricia,Miller,6706.0,Sus00059,Linda,Garcia,-73.0,Female,Asian,Vic00802,Ashley,Taylor,85.0,Female,6089553589.844221,Hands/Feet,2.525237746891002,Closed,Arrest Made,3.0,14474.08,0.4733606557377049,Incident At 9860 Washington Ave. Officer Responded At Scene.
Inc000572,Cyber Crime,Midtown,Riverside,Tx,3171 Washington Ave,33.790383,-74.050545,2022-02-06 12:06:26,Off0071,Ashley,Scott,8327.0,Sus00082,Nancy,Smith,28.0,Female,White,Vic00213,Matthew,Wright,42.0,Female,6089553589.844221,Blunt Object,2.525237746891002,Under Investigation,Arres Made,2.0,15401.99,0.4733606557377049,Incident At 3171 Washington Ave. Officer Responded At Scene.
Inc003565,Cyber Crime,Nor,Springfield,Pa,6730 Park Rd,39.369398,-105.783445,2019-07-05 20:19:57,Off0021,Jessica,Smith,2050.0,Sus00473,Sarah,Scott,45.0,Male,Hispanic,Vic00358,Charles,Allen,13.0,Other,6089553589.844221,Knife,2.525237746891002,Open,No Arrest,2.0,19395.7,1.0,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc003617,Kidnapping,Midtown,Hillcrest,Nc,7445 Oak Ave,155.4519,-87.271268,2021-02-19 06:53:53,Off0044,Daniel,Anderson,5367.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00444,Robert,Hill,21.0,Male,6089553589.844221,Firearm,4.0,Open,Case Dismissed,1.0,38413.4,0.4733606557377049,Incident At 7445 Oak Ave. Officer Responded At Scene.
Inc003775,Burglary,Southeast,Hillcrest,Oh,4484 Washington Ave,40.73424,-99.265712,2020-10-16 23:25:09,Off0149,Karen,Wilson,4849.0,Sus00255,Carol,Jackson,71.0,Female,Unknown,Vic00222,Thomas,Garcia,26.0,Male,6089553589.844221,Knife,2.525237746891002,Open,Warning,1.0,22774.688522222223,0.4733606557377049,Incident At 4484 Washington Ave. Officer Responded At Scene.
Inc003628,Arson,Cen,Hillcrest,Ca,1407 Cedar Lane,27.414518,-99.149936,2024-05-26 05:21:09,Off0063,James,Torres,4166.0,Sus00186,David,Williams,16.0,Female,Hispanic,Vic00920,Jessica,Garcia,21.0,Female,6089553589.844221,Knife,2.525237746891002,Pending,Warning,2.0,11462.65,1.0,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc001456,Assault & Battery,Southwest,Hillcrest,Ga,3457 Lincoln St,40.760252,-78.145335,2024-03-12 10:18:41,Off0088,Matthew,Wilson,4128.0,Sus00284,Matthew,Harris,59.0,Female,Black,Vic00137,Barbara,Johnson,-37.0,Male,6089553589.844221,Rifle,2.525237746891002,Under Investigation,Warning,0.0,12583.07,0.4733606557377049,Incident At 3457 Lincoln St. Officer Responded At Scene.
Inc003127,Manslaughter,Nor,Fairview,Il,5551 Lincoln St,35.495659,-89.537874,2022-12-08 21:52:03,Off0143,Jessica,Wilson,4070.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00527,Chris,Green,14.0,Other,6089553589.844221,Knife,4.0,Closed,Case Dismissed,0.0,30135.87,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc003729,Drunk Driving,Sou,Springfield,Fl,4842 Maple Dr,41.98294,-92.852624,2019-05-01 18:09:06,Off0048,David,Thomas,9931.0,Sus00020,Emily,Green,64.0,Male,White,Vic00089,Michael,Wright,40.0,Unknown,6089553589.844221,Blunt Object,1.0,Pendng,Arrest Made,4.0,4642.36,0.4733606557377049,Incident At 4842 Maple Dr. Officer Responded At Scene.
Inc004524,Burglary,Sou,Maplewood,Tx,9978 Lincoln St,43.534374,-110.896569,2020-12-26 14:30:56,Off0054,William,Thomas,2079.0,Sus00195,Jessica,Wright,23.0,Female,Unknown,Vic00846,Chris,Wright,84.0,Male,6089553589.844221,Blunt Object,2.525237746891002,Under Investigation,Arrest Made,3.0,22774.688522222223,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc000842,Manslaughter,Midtown,Lakewood,Oh,1717 Washington Ave,47.841989,-114.386325,2021-08-17 08:21:55,Off0026,Donna,Scott,5009.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00426,Mary,Martin,47.0,Male,6089553589.844221,Unarmed,4.0,Closed,Arrest Made,3.0,6797.41,0.4733606557377049,Incident At 1717 Washington Ave. Officer Responded At Scene.
Inc004243,Theft,Sou,Centerville,Ny,438 Cedar Lane,28.918081,-102.024933,2023-03-08 14:22:40,Off0146,David,Anderson,2757.0,Sus00640,John,Smith,50.0,Female,Black,Vic00545,Barbara,Miller,68.0,Female,6089553589.844221,Rifle,2.525237746891002,Under Investigation,Dismissed,2.0,15203.96,1.0,Incident At 438 Cedar Lane. Officer Responded At Scene.
Inc001878,Burglary,Cen,Maplewood,Pa,8171 Sunset Blvd,39.513442,-85.634197,2024-08-06 04:10:14,Off0147,Chris,Anderson,3683.0,Sus00783,Anthony,Scott,75.0,Unknown,White,Vic00545,Jennifer,Flores,61.0,Female,6089553589.844221,Hands,2.525237746891002,Pending,Dismissed,1.0,29114.56,0.4733606557377049,Incident At 8171 Sunset Blvd. Officer Responded At Scene.
Inc001815,Homocide,Southeast,Springfield,Az,6975 River Rd,34.495631,-82.137768,2018-05-25 18:23:30,Off0145,Matthew,Jackson,6231.0,Sus00314,Emily,Wright,73.0,Female,Black,Vic00170,Chris,Taylor,44.0,Female,6089553589.844221,Knife,2.525237746891002,Open,Warning Issued,2.0,37572.0,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc001289,Fraud,East,Lakewood,Az,5551 Park Rd,27.075193,-96.606583,2022-12-20 23:23:49,Off0018,James,Anderson,4782.0,Sus00453,Susan,Jackson,48.560030015007506,Female,Asian,Vic00916,Michael,Wilson,34.0,Female,6089553589.844221,Knife,2.525237746891002,Investgation,Arrest Made,0.0,8424.83,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc000743,Dom. Violence,West,Centerville,Pa,3055 Oak Ave,45.850543,-75.614174,2024-01-09 06:49:40,Off0126,Donna,Moore,1101.0,Sus00757,Susan,Nguyen,47.0,Female,Black,Vic00125,Barbara,Scott,79.0,Male,6089553589.844221,Hands,2.525237746891002,Closed,Dismissed,2.0,44118.93,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc000603,Theft,Southwest,Fairview,Ca,4738 Elm Blvd,26.258904,-90.430103,2023-08-12 02:09:20,Off0099,Thomas,Torres,6873.0,Sus00684,Nancy,White,44.0,Female,Other,Vic00195,Daniel,Jackson,52.22803904170364,Female,6089553589.844221,Hands/Feet,2.525237746891002,Closed,Arrest Made,3.0,36636.71,0.4733606557377049,Incident At 4738 Elm Blvd. Officer Responded At Scene.
Inc003177,Cyber Crime,Central,Riverside,Pa,8251 Sunset Blvd,47.177172,-120.614959,2022-09-13 15:30:55,Off0064,William,Thomas,3903.0,Sus00601,Daniel,Johnson,34.0,Male,Black,Vic00749,William,Taylor,52.0,Female,6089553589.844221,Rifle,2.0,Resolved,Arres Made,4.0,36075.24,0.4733606557377049,Incident At 8251 Sunset Blvd. Officer Responded At Scene.
Inc002897,Breaking & Entering,South,Riverside,Ca,2847 Elm Blvd,39.159314,-84.104003,2020-01-11 14:18:57,Off0140,Barbara,White,4328.0,Sus00189,Emily,Jackson,21.0,Male,Unknown,Vic00410,Linda,Torres,79.0,Female,2328277295.0,Knife,2.525237746891002,Closed,Dismissed,2.0,47306.29,0.4733606557377049,Incident At 2847 Elm Blvd. Officer Responded At Scene.
Inc000796,Vandalism,Central,Fairview,Az,6200 Elm Blvd,28.74535,-92.103266,2018-08-24 23:25:56,Off0027,Chris,Smith,9379.0,Sus00320,John,Johnson,249.0,Female,Black,Vic00545,Mary,Wright,52.22803904170364,Male,6089553589.844221,Knife,2.525237746891002,Pendng,No Arrest,0.0,14809.71,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc002120,Sexual  Assualt,Southwest,Centerville,Az,678 Elm Blvd,36.434787,-119.546767,2023-05-19 05:33:18,Off0045,Patricia,Scott,1085.0,Sus00029,Matthew,Taylor,50.0,Male,Black,Vic00623,Emily,Garcia,59.0,Male,6089553589.844221,Pistol,2.525237746891002,Pendng,Dismissed,0.0,43175.18,0.4733606557377049,Incident At 678 Elm Blvd. Officer Responded At Scene.
Inc003812,D.U.I.,Central,Lakewood,Pa,2286 Lincoln St,32.951376,-97.210919,2019-10-29 05:16:40,Off0128,Barbara,Thomas,7326.0,Sus00599,Patricia,Nguyen,16.0,Female,White,Vic00704,Barbara,Moore,55.0,Male,6089553589.844221,Gun,1.0,Open,Case Dismissed,5.0,18563.35,0.0,Incident At 2286 Lincoln St. Officer Responded At Scene.
Inc001172,Scam,Midtown,Springfield,Pa,8692 Park Rd,41.025044,-113.736965,2019-05-27 12:01:41,Off0097,Daniel,Jackson,5554.343440724363,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00545,Mary,Wright,52.22803904170364,Male,6089553589.844221,Firearm,2.525237746891002,Closed,Warning,2.264705882352941,22774.688522222223,0.4733606557377049,Incident At 8692 Park Rd. Officer Responded At Scene.
Inc001913,Homicide,Northeast,Oakdale,Tx,3969 Washington Ave,26.151168,-102.070981,2020-04-19 02:43:55,Off0012,Mary,Scott,3994.0,Sus00525,James,Harris,27.0,Male,Asian,Vic00234,Michelle,Allen,16.0,Female,6089553589.844221,Gun,1.0,Closed,No Arrest,0.0,7703.46,1.0,Incident At 3969 Washington Ave. Officer Responded At Scene.
Inc000477,Dv,West,Riverside,Ny,2380 River Rd,33.707163,-116.995077,2022-07-27 18:06:44,Off0071,Karen,Taylor,1770.0,Sus00352,Richard,Davis,26.0,Female,Black,Vic00115,Richard,Johnson,47.0,Male,6089553589.844221,Knife,2.525237746891002,Closed,Case Dismissed,4.0,45249.19,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc003704,Drug Offence,Nor,Oakdale,Fl,6630 Main St,29.159178,74.6819,2023-01-04 23:10:44,Off0011,Karen,Thomas,4520.0,Sus00130,David,Green,48.560030015007506,Female,Black,Vic00506,Mary,Scott,49.0,Female,6089553589.844221,Knife,2.525237746891002,Open,No Arrest,2.264705882352941,22618.86,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
Inc001748,Theft,Northwest,Centerville,Fl,3667 Lincoln St,43.728283,-95.987522,2023-10-28 14:38:48,Off0085,Thomas,White,9447.0,Sus00051,Jessica,Jackson,37.0,Male,Hispanic,Vic00272,Susan,Davis,14.0,Male,6089553589.844221,Knife,2.525237746891002,Open,Arrest Made,0.0,45955.32,0.4733606557377049,Incident At 8687 Maple Dr. Officer Responded At Scene.
